x1,x2,x3,y
0.6014075461352066,0.8193093632948724,0.7262421770878276,1.0
0.6186506430776979,0.7245252255523916,0.6634810162566516,1.0
0.5999172501059259,0.737501824518357,0.6481714401332246,1.0
0.4645753230547745,0.41012834564390566,0.3436895065043549,1.0
0.4391547376474478,0.7726049809269425,0.5334248817360047,1.0
0.6289804670114327,0.15729855600067727,0.2868571055781151,1.0
0.2791836790111395,0.5054507502146953,0.278918355873248,1.0
0.5499814892575952,0.5249143844485785,0.43680894047714325,1.0
0.2499672606473548,0.31663830647760405,0.13000313004492314,1.0
0.3917729568311079,0.5661694613336031,0.3138240229298103,1.0
