x1,x2,x3,y
0.6198610547293447,0.8500897208025842,0.7481423538315464,1.0
0.609691219100488,0.7056081829598282,0.632201710230725,1.0
0.6027952596759127,0.7326191925797692,0.6535959692298651,1.0
0.4607993449471065,0.39123073278866716,0.333660815958452,1.0
0.4443789512657838,0.787783587779047,0.5700395390029024,1.0
0.6598420292654992,0.18071850594993588,0.30695285329039623,1.0
0.2571368308104503,0.5002158455487,0.2665735746483431,1.0
0.5416649753891771,0.510749250236059,0.4740946315428156,1.0
0.21736513735807594,0.29674691368959666,0.09328731555723369,1.0
0.3931713293800717,0.5612975266420245,0.30310162258049084,1.0
