x1,x2,x3,y
0.6136701987939582,0.8703773373570529,0.7687049342444238,1.0
0.6110163261712525,0.7107840087043273,0.6592038860756944,1.0
0.6012598898236592,0.7367360562004891,0.675050904800748,1.0
0.46204170332834904,0.4064627171319155,0.3348646800774562,1.0
0.4210238575981159,0.7762120906459314,0.5763317763021159,1.0
0.6466641733419273,0.15587185939847242,0.2958106230589478,1.0
0.2754946255006521,0.5159898673629587,0.2920216922112365,1.0
0.543684993231166,0.504570874295455,0.4339084520568602,1.0
0.24387568455799022,0.3144861266017506,0.13064642201694487,1.0
0.3966246339277514,0.5611566642035942,0.3997433008927863,1.0
