age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3229145105450982,0.7089549071754049,0.0,1.0,3.0,5.0,1.0,1.0,0.9978524446487427
0.2890067914152402,0.7143468790546399,2.0,2.0,0.0,0.0,1.0,1.0,0.8642549514770508
0.4964326646299083,0.7986445884529124,2.0,6.0,1.0,5.0,0.0,1.0,0.9910359382629395
0.7120936838135035,0.8485498289973381,2.0,6.0,1.0,5.0,0.0,0.0,0.9734702110290527
0.298890650338439,0.8438218862298609,2.0,4.0,3.0,2.0,1.0,0.0,0.8962578773498535
0.38350088557087747,0.7516961899108752,2.0,1.0,3.0,5.0,1.0,0.0,0.9536850452423096
0.20685412991192306,0.44759185279751523,2.0,0.0,1.0,3.0,0.0,1.0,0.9905456304550171
0.23389869499562296,0.7246399937635742,2.0,3.0,1.0,2.0,0.0,1.0,0.9977476000785828
0.11042116698353997,0.8416201707150897,3.0,3.0,1.0,3.0,1.0,1.0,0.9965662360191345
0.20911100913263206,0.8460108061792636,2.0,3.0,1.0,3.0,1.0,1.0,0.7610766887664795
