x1,x2,x3,y
0.9,0.9,0.9,0.667
0.9,0.9,0.9,0.667
0.8233666827003351,0.8101549637025529,0.8208497209331235,0.607
0.5885085246932741,0.3586772465521989,0.16113842836829495,0.842
0.36778802451807713,0.9,0.6030035623415199,0.546
0.28853871373009177,0.25048973776943606,0.1,0.529
0.6604925571065128,0.17139205834492588,0.1,0.821
0.7134988729768708,0.7209348909549078,0.3538735123985228,0.938
0.5192165525347118,0.3711870832650592,0.346388498511222,0.527
0.34494425361901326,0.6121989754890234,0.27458296198379717,0.721
