x1,x2,x3,y
0.6035913522336209,0.8526363104777904,0.7555736277928611,1.0
0.6017329086560728,0.6941226506516527,0.6276544646712898,1.0
0.6071214738967516,0.7489112296991065,0.684511651386186,1.0
0.44596828578797204,0.3821027520315172,0.29709135369335354,1.0
0.41859009008560705,0.7828794153635155,0.5754479615829028,1.0
0.6827601022930889,0.17039112688863295,0.3254805028048199,1.0
0.2468178735564099,0.508220088917206,0.26194845744579626,1.0
0.5368337048259748,0.4313498730405947,0.34749374006797745,1.0
0.19767824737290396,0.2698137970677432,0.047006623616388965,1.0
0.3887648335217461,0.5609034934709376,0.36648550237553545,1.0
