x1,x2,x3,y
0.5827999533428472,0.8271131031121834,0.7961483632609955,0.0
0.6016924777602298,0.690924511310435,0.692478712512556,0.0
0.5974009981334295,0.7244996083414639,0.6804256556759628,0.0
0.4429854881803296,0.3836585298846326,0.36613927367584426,0.0
0.4217991748243305,0.7742114213817582,0.5988119332458944,0.0
0.6258764244222497,0.11350885122107675,0.3898290305199832,0.0
0.2408398100322937,0.4820725422553047,0.3162058316465827,0.0
0.5395539143925668,0.502970343956559,0.46943423806969464,0.0
0.2134196482742623,0.28464164173553425,0.1794645556872159,0.0
0.38651913084439554,0.5611410298563332,0.4211404359156784,0.0
