age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3014783438415828,0.8435078662444173,0.0,1.0,3.0,5.0,1.0,1.0,0.9942566752433777
0.31134650724353813,0.8161212270131084,2.0,1.0,0.0,5.0,1.0,1.0,0.8677916526794434
0.49324497493921704,0.848855101603212,2.0,4.0,1.0,1.0,0.0,1.0,0.9841572642326355
0.48793424790275847,0.8469456426518747,2.0,6.0,1.0,5.0,0.0,0.0,0.9972477555274963
0.3704074143692848,0.8412534025315697,2.0,4.0,3.0,2.0,1.0,0.0,0.9979168772697449
0.3295300785866945,0.8046645841963813,2.0,1.0,3.0,5.0,1.0,0.0,0.9484214782714844
0.20856671688158315,0.7616075694724818,2.0,0.0,1.0,4.0,0.0,1.0,0.9954494833946228
0.4145376216081528,0.8472586739495928,2.0,6.0,1.0,3.0,0.0,1.0,0.995442271232605
0.1323568387486433,0.8371872162328357,3.0,3.0,1.0,5.0,1.0,1.0,0.6797828078269958
0.23694610356782325,0.8330284402220247,2.0,3.0,1.0,0.0,1.0,1.0,0.9980607628822327
