age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3160434400859523,0.786306349306771,0.0,1.0,3.0,5.0,1.0,1.0,0.7178828716278076
0.292870659683285,0.5539572678949172,2.0,3.0,1.0,5.0,1.0,1.0,0.9952424764633179
0.4968544176771237,0.839067481266198,2.0,6.0,1.0,3.0,0.0,1.0,0.9894534349441528
0.43858601359315363,0.8432248898728285,2.0,6.0,1.0,5.0,0.0,0.0,0.8358160257339478
0.3318446274521526,0.717563992899171,2.0,4.0,3.0,2.0,1.0,0.0,0.9922581315040588
0.3365396213733119,0.8155107793539402,2.0,1.0,3.0,5.0,1.0,0.0,0.9686737656593323
0.20638545878044395,0.7928968654945769,2.0,0.0,1.0,0.0,0.0,1.0,0.9961536526679993
0.30724080899512995,0.8425869773141562,2.0,6.0,1.0,3.0,0.0,1.0,0.9125849008560181
0.1557901457505289,0.7770473638585965,3.0,3.0,1.0,1.0,1.0,1.0,0.9980199337005615
0.20726060814410602,0.8174658279201861,2.0,3.0,1.0,0.0,1.0,1.0,0.7664017081260681
