age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3021323431857322,0.8068021404254195,0.0,1.0,3.0,5.0,1.0,1.0,0.6277447938919067
0.2880583113556824,0.8494751304761587,2.0,2.0,0.0,0.0,1.0,1.0,0.8943799734115601
0.49370640057573695,0.4928052483092099,2.0,1.0,1.0,5.0,0.0,1.0,0.8840088844299316
0.6950397287383691,0.8480942433992178,2.0,6.0,1.0,5.0,0.0,0.0,0.9776405692100525
0.30395056695421013,0.8014070983617628,2.0,4.0,3.0,2.0,1.0,0.0,0.997624933719635
0.3477811217437521,0.8487278011288804,2.0,1.0,3.0,5.0,1.0,0.0,0.9904137253761292
0.20757483061792975,0.7692539940737737,2.0,0.0,1.0,3.0,0.0,1.0,0.9888573884963989
0.23308334077803275,0.5763163705465721,2.0,1.0,1.0,0.0,0.0,1.0,0.9931111335754395
0.1806379260503661,0.6714246334801558,3.0,3.0,1.0,5.0,1.0,1.0,0.7423940896987915
0.21993986492164586,0.4841963267727516,2.0,3.0,1.0,5.0,1.0,1.0,0.9964816570281982
