SproutN,BunchN,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph,outcome
0.21160449775760423,0.7662224006865094,0.5637510419626921,0.3971576382797023,0.5337509079565809,0.36905893259029277,0.5260938671614718,0.5873773040078193,0.3688325547175505,0.871271263429888,0.26504568604629797,0.6511956083256154,0.5802066014160432,0.8070060310486378
0.5322667878910867,0.7350249480529771,0.6006693024946709,0.4864799504496686,0.6907252936874184,0.5994927783905806,0.7054435643083917,0.340510692969368,0.3429858371308172,0.665592235509158,0.5336378665182563,0.4539435162512689,0.38565970973313934,0.9732644872902002
0.5832575816929234,0.35638171654382494,0.5952058282638808,0.5280161061137164,0.5650559241903031,0.6263266310212559,0.5135941479101612,0.26064495807994104,0.6887960344514542,0.43009839954863827,0.5387932670095609,0.20681048493677182,0.4964799112000845,0.5339889848704089
0.6003768838423624,0.880191296572366,0.3291907449411361,0.3033038081832623,0.2771320464020751,0.08912637018099231,0.6330710748148105,0.5786238042665882,0.6808755823316333,0.5194066731459951,0.3235113397009305,0.7802305224355712,0.5035284179626253,0.7292915787240395
0.552162769503847,0.6979280638676469,0.4513667928299458,0.5945713981134554,0.5525814413363626,0.4759887408792546,0.4308840004186735,0.6626256361683304,0.41773340193543906,0.37171131784105443,0.4015266520255917,0.831810697431498,0.698212326135157,0.6006005287327281
0.4378938888234163,0.6683881480084616,0.5201828800522021,0.5241166351298541,0.49473038251680806,0.5009623731355466,0.5262864452923264,0.8978913475390617,0.5523894689346872,0.39926341041089103,0.24515954463919426,0.29967848465076674,0.2530799825129996,0.6701119112049403
0.7078191839040107,0.7460586700184799,0.5864335154296014,0.4530545550190608,0.34161365267110966,0.5897566795417654,0.3135720365309934,0.48835366610917635,0.604470631803913,0.5485305729471293,0.6172640972714059,0.5794174736379011,0.6840525438481384,0.6584166303020026
0.5089141672115736,0.615969459767941,0.3521133008094966,0.39797476348743255,0.26772085857992356,0.37410752131712255,0.5239970266349139,0.23321368489417016,0.35450340023890126,0.34956912153126146,0.6242759859407474,0.5433195858685823,0.6779392364681397,0.5031619441926697
0.44849143818961307,0.5999842480404423,0.5853968331272384,0.7397444780415603,0.5549822976979896,0.5340170666131436,0.7079717546114888,0.4904901295257264,0.3422464333512326,0.5306197860834732,0.4320393041895462,0.40698395001749277,0.6354084482935374,0.8450050611129526
0.49963758794178886,0.7365297457907104,0.6875255204659869,0.656156465090779,0.43427978978896564,0.5757737318442022,0.43677263236337055,0.10955618588553448,0.6854781280577777,0.5768584360185016,0.7946264606614498,0.515578890262597,0.4685858010061402,0.9723009602339041
