age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3599477578368404,0.43471980466905347,0.0,1.0,1.0,5.0,1.0,1.0,0.978
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4931506849315068,0.8,2.0,0.0,1.0,0.0,0.0,1.0,0.896
0.7225755255119239,0.7418229904129616,2.0,5.0,1.0,4.0,0.0,0.0,0.988
0.8,0.8,2.0,4.0,3.0,2.0,1.0,0.0,0.716
0.3551805137520889,0.43951688366010666,2.0,1.0,1.0,5.0,1.0,0.0,0.955
0.3885558583590943,0.6837615995972419,2.0,5.0,3.0,3.0,0.0,1.0,0.829
0.2328767123287671,0.5545511602778792,2.0,4.0,1.0,0.0,0.0,1.0,0.893
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
