SproutN,BunchN,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph,outcome
0.18729271363032263,0.6845763304076277,0.4749820292664126,0.5343219714430333,0.7032076998033246,0.22023550522208146,0.5374237841721927,0.615979395610378,0.5235384664329142,0.6547354628999738,0.4464767019219451,0.613593034689962,0.4988221896952798,0.6597365953004382
0.36858792403651847,0.4542800559552764,0.6861892381658878,0.5486364860552007,0.8132236547748196,0.4560490212874662,0.5148808260129342,0.343645927040167,0.45024049169293956,0.6313703856883052,0.603698874446864,0.4592395517921499,0.23917749921308035,0.762868841394586
0.4440586804387442,0.39266179544348967,0.5456950388172901,0.5290162072816579,0.6130255717483758,0.4365293773807155,0.7079711706189208,0.3076411996816546,0.8830320614640014,0.49431740998396634,0.44398250502852815,0.20677296743081947,0.4808477696433366,0.6340770088904537
0.7426889444700387,0.7521433712785599,0.5661625956895577,0.4208813305096023,0.25174125617945364,0.47278892251778903,0.6175239912542875,0.5889018038732226,0.4450277912709828,0.5222763045357344,0.6181658751059272,0.4881834960149246,0.6897160888725876,0.6078886720249219
0.5491283923536124,0.7393961371846243,0.476113011080043,0.5366919431781557,0.5471622765688976,0.4925715436617468,0.6022544999001459,0.5277955451271368,0.5158337765699554,0.3937911441568695,0.44180421356253213,0.8453421691414775,0.6978457256367647,0.8589657976770125
0.3718272653613634,0.5604389679802936,0.5765287712839228,0.6488781573556612,0.574371573886165,0.5566559848690609,0.3469202149548466,0.8400474653204578,0.47548582171932335,0.13548828238210614,0.38187381842797,0.30406719799312926,0.3846880819476674,0.7041345471691823
0.6066727968375949,0.6802396928894835,0.5622587336513561,0.5367571060043782,0.47846717708752795,0.5067676714311071,0.25297876431557914,0.3863652577154168,0.6787611524292347,0.740566414069339,0.5625049176845467,0.4266981055216317,0.48580009220808434,0.5946593729656031
0.4458433226649732,0.7858668605641755,0.2879197223684132,0.6212793392333652,0.5645485368093046,0.4465249025754081,0.7802273283697987,0.26990960625657423,0.3421882324098546,0.4780181628207034,0.5578610088163238,0.6440373932546217,0.561916092834838,0.9207661131990305
0.43423884722212497,0.3809514621603799,0.6970972030402897,0.4244291376740662,0.5309172071555881,0.5283985071842964,0.5121090101509003,0.5833449559483679,0.32270010716593905,0.33395029569833207,0.3355850567532977,0.2963018062552919,0.5438624159438651,0.5951869195299139
0.7609949098449045,0.6232041627577358,0.5044608802470819,0.5934075512985717,0.4628100321872653,0.5757243679600094,0.42344946407968476,0.06659717856128161,0.7581093222236149,0.7648287059847273,0.8407601749376065,0.5264577736085339,0.424243079401611,0.502541725143125
