SproutN,BunchN,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph,outcome
0.13188442505708128,0.7132561874919279,0.3760062038905475,0.25467488335426003,0.5992967537771775,0.32256104669506125,0.5384601137064702,0.5003944485166519,0.38343886444497055,0.5525783964961178,0.2953216583617553,0.6837375519826309,0.5344267159286177,0.8081157394228428
0.40365216877902405,0.4440881949089492,0.6315583631828405,0.4368675809753601,0.643176417274599,0.6513074593206692,0.6755617854666413,0.4540059453211125,0.23191904242928213,0.46941346623700386,0.4336471794142427,0.4698724356935232,0.4374850716040811,0.7281641748873993
0.6558967636825629,0.3561900382111292,0.7628258398348231,0.4850352550139908,0.5529526796279487,0.6550705050046939,0.7022648410755099,0.5409698916299623,0.7078327755551012,0.3117631122073361,0.5983844155621745,0.34604722639331564,0.5580832438611217,0.5332742838493697
0.5513824354362326,0.7130210979374236,0.47711492580699943,0.2933703565510687,0.2784417155493928,0.5319704780999962,0.5893128114653675,0.5044550746554797,0.47858447012888256,0.5549921715011791,0.41141709789705777,0.5323083196193985,0.6638208434203602,0.6347640988502635
0.4903342394470582,0.667981321831703,0.4722324535284979,0.41490964996429924,0.5729823914036727,0.6084140791684104,0.4657586120469432,0.4999618800578812,0.6180126854245942,0.4317222074807686,0.36732419321192766,0.6148040059867778,0.539487080245602,0.818104832904063
0.5005000549383503,0.569255881525992,0.6578265584354284,0.6986492830678918,0.5310787268307553,0.4938124633984228,0.2367584096921892,0.6887155247160092,0.4045599235445094,0.236572189050982,0.24182394027219606,0.2602592154678264,0.3226351954581973,0.8829958480571615
0.5133496129047903,0.6643812975989725,0.45795020630351313,0.44000004011383537,0.6746842711145938,0.6070913447685887,0.34594515551747046,0.6705358824621908,0.7265855174720316,0.4620828362077368,0.436754713592339,0.6385173780811608,0.50415381189191,0.5377972733689217
0.5896698749278281,0.6590457347870399,0.5633335352469728,0.3808510044404424,0.31615251483282064,0.41860299600315964,0.6959783034224137,0.5947613249473799,0.5195637166936453,0.5003486410428022,0.3309070199336602,0.711978771746682,0.49120738026622757,0.6589446746641849
0.5703646889103896,0.5635492956322544,0.6457160885550983,0.36519121218071265,0.23047475662470765,0.55339277671819,0.5177859016936806,0.35855324974070824,0.2767684034448079,0.47050939852325496,0.5407873876131228,0.6370622227911705,0.6834357714903269,0.5925994574373161
0.7156937321927963,0.600282159884591,0.5927838762232119,0.6749390745378262,0.43634819633716504,0.4728932686574276,0.3314500714979455,0.3497738337596737,0.8289891211906657,0.41546173636417694,0.7880001956504895,0.5806066392419826,0.34493770645262184,0.5616832281141888
