age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.30560118751367443,0.8467738746635245,0.0,1.0,3.0,5.0,1.0,1.0,0.9887804985046387
0.28797693454362533,0.5888785258346797,2.0,2.0,0.0,2.0,1.0,1.0,0.9957707524299622
0.49342724641061264,0.41496759488788215,2.0,5.0,1.0,0.0,0.0,1.0,0.8736989498138428
0.5366381482323221,0.8496441717482902,2.0,6.0,1.0,5.0,0.0,0.0,0.9953786134719849
0.34851538470429505,0.775104567881927,2.0,4.0,3.0,2.0,1.0,0.0,0.9979027509689331
0.35599905511755886,0.8289837274925905,2.0,1.0,3.0,5.0,1.0,0.0,0.9644303917884827
0.20754795491113115,0.7147523443268344,2.0,0.0,1.0,3.0,0.0,1.0,0.9327965974807739
0.23349230648533803,0.46604386282170096,2.0,5.0,1.0,3.0,0.0,1.0,0.9940405488014221
0.2267773388221515,0.849156947493191,3.0,3.0,1.0,0.0,1.0,1.0,0.9934822916984558
0.20756008041899726,0.8476769777170929,2.0,3.0,1.0,0.0,1.0,1.0,0.9876607656478882
