age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3056452724892468,0.7352363400494627,0.0,1.0,3.0,5.0,1.0,1.0,0.9920599460601807
0.290088998044017,0.827807495080686,2.0,3.0,1.0,0.0,1.0,1.0,0.8503060936927795
0.6130780916771603,0.8405268812225017,2.0,6.0,1.0,3.0,0.0,1.0,0.9885435104370117
0.8824967074272573,0.8449374693268167,2.0,6.0,1.0,5.0,0.0,0.0,0.9909400939941406
0.292283648062237,0.8491719842067381,2.0,4.0,3.0,2.0,1.0,0.0,0.5956403613090515
0.3407102289106546,0.7673317934987086,2.0,1.0,3.0,5.0,1.0,0.0,0.9905823469161987
0.2056998796477578,0.589407561121414,2.0,0.0,1.0,3.0,0.0,1.0,0.9502871036529541
0.6747423294580143,0.8485629752179231,2.0,6.0,1.0,3.0,0.0,1.0,0.9874919652938843
0.1361273125618644,0.6164663091625108,3.0,3.0,1.0,5.0,1.0,1.0,0.7612187266349792
0.2084347171024737,0.8455315847781957,2.0,3.0,1.0,0.0,1.0,1.0,0.9875271916389465
