age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.30632172638544325,0.7247897506268781,0.0,1.0,3.0,5.0,1.0,1.0,0.901760458946228
0.3183369202105113,0.8441810851074807,2.0,3.0,1.0,0.0,1.0,1.0,0.7914018034934998
0.5397841796430696,0.8486475474514011,2.0,6.0,1.0,3.0,0.0,1.0,0.9456962943077087
0.44206398969068517,0.8429268842124086,2.0,6.0,1.0,5.0,0.0,0.0,0.9838792681694031
0.31606348406316637,0.822401196112058,2.0,4.0,3.0,2.0,1.0,0.0,0.8612084984779358
0.32654463504180875,0.8094849263454352,2.0,1.0,3.0,5.0,1.0,0.0,0.9777700304985046
0.20788682713373396,0.659941968689194,2.0,0.0,1.0,1.0,0.0,1.0,0.988453209400177
0.32383245100023045,0.8440220761159813,2.0,6.0,1.0,3.0,0.0,1.0,0.9645079374313354
0.13621297115602618,0.8469736081818923,3.0,3.0,1.0,3.0,1.0,1.0,0.9393433928489685
0.20673045304160165,0.8209585920049476,2.0,3.0,1.0,0.0,1.0,1.0,0.995590090751648
