age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3015545936431904,0.7505284472368923,0.0,1.0,3.0,5.0,1.0,1.0,0.7503120303153992
0.28823064386728353,0.8213982210397257,2.0,3.0,1.0,0.0,1.0,1.0,0.9571020603179932
0.49344117812215604,0.7848563004263017,2.0,6.0,1.0,2.0,0.0,1.0,0.8175278306007385
0.4844833179476417,0.8462034116319774,2.0,6.0,1.0,5.0,0.0,0.0,0.5064613819122314
0.30950556268059615,0.8019156700019112,2.0,4.0,3.0,2.0,1.0,0.0,0.997072696685791
0.30789682927787926,0.8485040607448615,2.0,1.0,3.0,5.0,1.0,0.0,0.9961890578269958
0.20621943270691243,0.5887584386275497,2.0,0.0,1.0,5.0,0.0,1.0,0.9914297461509705
0.5795845251472692,0.8494798619351781,2.0,6.0,1.0,3.0,0.0,1.0,0.8935772180557251
0.1869198981647518,0.8378620071261009,3.0,3.0,1.0,0.0,1.0,1.0,0.6466699838638306
0.229561246314916,0.7561224827036214,2.0,3.0,1.0,5.0,1.0,1.0,0.6185807585716248
0.29271061305378104,0.8494040391196975,2.0,6.0,1.0,1.0,1.0,1.0,0.8716133236885071
0.3607266066695653,0.7961102126814751,3.0,4.0,0.0,5.0,1.0,0.0,0.9972633123397827
0.5093468505270794,0.5405291772779623,2.0,3.0,1.0,3.0,0.0,0.0,0.9680190086364746
0.24697558295773708,0.7400081841833499,0.0,7.0,1.0,0.0,0.0,1.0,0.9452934861183167
0.35645136934616184,0.7950985743846125,2.0,6.0,1.0,2.0,1.0,1.0,0.6994072198867798
0.5759787501420144,0.8418052040448111,2.0,2.0,0.0,5.0,1.0,0.0,0.9930221438407898
0.1746923012562662,0.7474085374918211,2.0,3.0,1.0,1.0,1.0,1.0,0.9174506068229675
0.3016266036677228,0.763835731671161,2.0,1.0,0.0,5.0,1.0,1.0,0.9942828416824341
0.43845259661266245,0.531226341984002,2.0,3.0,1.0,0.0,1.0,1.0,0.7625626921653748
0.08330134130404503,0.7280541081441865,0.0,0.0,1.0,5.0,1.0,1.0,0.919264554977417
0.1204491618873428,0.8116943605680177,2.0,7.0,1.0,3.0,0.0,1.0,0.9952175617218018
0.3844176581660994,0.5080578490496469,2.0,1.0,0.0,5.0,1.0,1.0,0.879542887210846
0.1793061347085183,0.5459300709296488,0.0,7.0,1.0,5.0,1.0,1.0,0.6271360516548157
0.18304071797351668,0.8346798895968048,0.0,7.0,1.0,4.0,0.0,1.0,0.7557362914085388
0.4250671173306604,0.7485532898462571,2.0,1.0,1.0,3.0,1.0,1.0,0.9797121286392212
0.16467408961792013,0.8462897561573207,2.0,7.0,1.0,0.0,1.0,1.0,0.9881284832954407
0.1457951721066399,0.8192205148814307,2.0,3.0,1.0,5.0,1.0,0.0,0.9748266935348511
0.19264571523292284,0.7965112304351327,2.0,7.0,1.0,2.0,1.0,1.0,0.9961400628089905
0.29271149347317815,0.7932517747147764,2.0,6.0,1.0,3.0,1.0,1.0,0.9213717579841614
0.43905554284693143,0.41065191339059487,2.0,5.0,2.0,5.0,1.0,0.0,0.9181222915649414
0.11008494817498762,0.8016780693653646,2.0,3.0,1.0,5.0,1.0,1.0,0.7014586925506592
0.4931969387503596,0.7507827117761896,2.0,3.0,1.0,1.0,1.0,1.0,0.6763499975204468
0.3725575898226703,0.8035785179110123,2.0,4.0,0.0,5.0,1.0,0.0,0.995518684387207
0.3849767635972829,0.8348390570940426,2.0,0.0,3.0,2.0,1.0,1.0,0.9398745894432068
0.11841176406440862,0.8441373466665324,2.0,7.0,1.0,5.0,0.0,0.0,0.993887722492218
0.15446322735176912,0.8499404403762039,2.0,3.0,1.0,5.0,1.0,0.0,0.9944295883178711
0.4133804317504342,0.5983650033520691,3.0,3.0,1.0,4.0,1.0,1.0,0.9902211427688599
0.3977156874972167,0.5645524053925091,2.0,6.0,1.0,5.0,1.0,1.0,0.9978799819946289
0.1825793858180867,0.801244276685805,2.0,3.0,1.0,1.0,1.0,1.0,0.9561529159545898
0.20810802589284047,0.8456029128253124,1.0,2.0,1.0,2.0,1.0,1.0,0.8752868175506592
0.4248622551016744,0.8472863608360864,2.0,3.0,1.0,5.0,1.0,1.0,0.8094322085380554
0.1647557237751164,0.6615650883939479,2.0,5.0,0.0,5.0,1.0,1.0,0.7862824201583862
0.26210097945188293,0.7817564342185133,2.0,3.0,1.0,1.0,1.0,1.0,0.8752593994140625
0.15185374772350668,0.8232539201759789,2.0,5.0,0.0,5.0,1.0,0.0,0.9941689968109131
0.1818550683421439,0.8182985103430899,1.0,7.0,1.0,1.0,1.0,1.0,0.9931862354278564
