age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3013698630136986,0.3979591836734694,0,1,3,5,1,1,0
0.2876712328767123,0.3979591836734694,2,3,0,0,1,1,0
0.4931506849315068,0.3979591836734694,2,6,1,0,0,1,0
0.4383561643835616,0.15306122448979592,2,6,1,4,0,0,0
0.1917808219178082,0.5,2,4,3,2,1,0,0
0.0821917808219178,0.29591836734693877,2,1,3,5,1,0,0
0.2054794520547945,0.5,2,0,3,3,0,1,0
0.2328767123287671,0.4489795918367347,2,6,1,0,0,1,0
0.1095890410958904,0.3469387755102041,3,3,3,0,1,1,0
0.2054794520547945,0.3979591836734694,2,3,3,0,1,1,0
0.2876712328767123,0.5,2,6,1,3,1,1,0
0.3561643835616438,0.4489795918367347,3,4,0,5,1,0,0
0.5068493150684932,0.19387755102040816,2,3,2,4,0,0,0
0.2465753424657534,0.3979591836734694,0,6,1,0,0,1,0
0.3561643835616438,0.3979591836734694,2,6,1,0,1,1,0
0.5753424657534246,0.3979591836734694,2,3,0,4,1,0,0
0.0273972602739726,0.3979591836734694,2,3,3,0,1,1,0
0.3013698630136986,0.8061224489795918,2,3,0,5,1,1,0
0.4383561643835616,0.3979591836734694,2,3,1,0,1,1,0
0.0821917808219178,0.5204081632653061,0,0,3,4,1,1,0
0.0410958904109589,0.4387755102040816,2,7,3,3,0,1,0
0.3835616438356164,0.3979591836734694,2,1,0,5,1,1,0
0.1780821917808219,0.3979591836734694,0,7,1,5,1,1,0
0.0684931506849315,0.14285714285714285,0,7,1,4,0,1,0
0.4246575342465753,0.3979591836734694,2,6,3,0,1,1,0
0.0547945205479452,0.3979591836734694,2,7,3,0,1,1,0
0.0273972602739726,0.24489795918367346,2,3,1,5,1,0,0
0.1917808219178082,0.37755102040816324,2,7,1,3,1,1,0
0.1917808219178082,0.42857142857142855,2,6,1,0,1,1,0
0.4383561643835616,0.3979591836734694,2,3,2,5,1,0,0
0.1095890410958904,0.3469387755102041,2,3,3,0,1,1,0
0.4931506849315068,0.37755102040816324,2,3,1,0,1,1,0
0.3698630136986301,0.3979591836734694,2,4,0,5,1,0,0
0.1643835616438356,0.42857142857142855,2,0,3,2,1,1,0
0.1095890410958904,0.3979591836734694,2,7,1,5,0,0,0
0.0136986301369863,0.29591836734693877,2,3,3,4,1,0,0
0.410958904109589,0.6020408163265306,3,3,0,5,1,1,0
0.3972602739726027,0.3979591836734694,2,6,1,0,1,1,0
0.1780821917808219,0.3979591836734694,2,3,1,0,1,1,0
0.2054794520547945,0.3979591836734694,1,6,1,1,1,1,0
0.4246575342465753,0.3979591836734694,2,3,1,0,1,1,0
0.1643835616438356,0.5816326530612245,2,7,0,4,1,1,0
0.2602739726027397,0.3979591836734694,2,3,1,0,1,1,0
0.1506849315068493,0.3979591836734694,2,7,0,5,1,0,0
0.1095890410958904,0.3979591836734694,1,7,3,1,1,1,0
0.0273972602739726,0.3163265306122449,2,7,3,2,1,1,0
0.1917808219178082,0.3979591836734694,2,1,2,3,0,0,0
0.0821917808219178,0.3979591836734694,2,7,3,0,1,1,0
0.136986301369863,0.3979591836734694,2,3,3,4,1,1,0
0.684931506849315,0.01020408163265306,1,6,1,1,1,1,0
0.0136986301369863,0.21428571428571427,2,6,3,4,1,0,0
0.1917808219178082,0.3979591836734694,0,6,1,0,1,1,0
0.0136986301369863,0.29591836734693877,2,3,3,3,1,1,0
0.3972602739726027,0.3979591836734694,2,3,1,4,1,0,0
0.3698630136986301,0.3979591836734694,2,3,0,0,1,0,0
0.4931506849315068,0.3469387755102041,2,3,0,3,1,0,0
0.4383561643835616,0.3979591836734694,0,3,1,4,1,1,0
0.1780821917808219,0.3979591836734694,2,6,3,3,1,1,0
0.3561643835616438,0.5,0,2,3,2,1,0,0
0.273972602739726,0.3979591836734694,2,7,0,0,1,0,0
0.1506849315068493,0.24489795918367346,2,7,0,0,0,0,0
0.1780821917808219,0.3469387755102041,2,3,1,3,0,0,0
0.1643835616438356,0.5,0,7,3,0,1,1,0
0.4246575342465753,0.3979591836734694,2,0,0,5,1,0,0
0.2054794520547945,0.3979591836734694,0,3,3,4,0,1,0
0.410958904109589,0.5,3,4,3,2,1,0,0
0.0410958904109589,0.3979591836734694,2,7,3,4,1,0,0
0.1643835616438356,0.3979591836734694,2,3,3,0,1,1,0
0.2054794520547945,0.3979591836734694,3,3,1,0,1,1,0
0.0,0.3163265306122449,1,6,3,1,1,0,0
0.1780821917808219,0.3979591836734694,2,6,3,0,1,1,0
0.1917808219178082,0.3979591836734694,0,3,3,5,1,0,0
0.3424657534246575,0.3979591836734694,2,3,1,0,1,1,0
0.0958904109589041,0.3979591836734694,2,1,3,3,1,1,0
0.5342465753424658,0.5,3,3,1,4,1,1,0
0.1506849315068493,0.24489795918367346,2,7,1,3,1,0,0
0.2602739726027397,0.3979591836734694,2,3,3,0,1,0,0
0.4931506849315068,0.5,2,6,1,0,1,1,0
0.0684931506849315,0.40816326530612246,2,3,3,0,1,1,0
0.0547945205479452,0.3979591836734694,2,7,3,4,1,0,0
0.1780821917808219,0.3979591836734694,2,1,3,5,0,1,0
0.0273972602739726,0.3469387755102041,2,7,3,4,0,1,0
0.0410958904109589,0.2755102040816326,2,7,3,5,1,0,0
0.2465753424657534,0.3979591836734694,1,3,1,1,1,1,0
0.3013698630136986,0.3979591836734694,2,7,0,0,1,1,0
0.1506849315068493,0.6020408163265306,2,0,3,3,1,0,0
0.0958904109589041,0.3979591836734694,2,3,3,4,1,0,0
0.2876712328767123,0.3469387755102041,3,3,1,0,1,1,0
0.3972602739726027,0.35714285714285715,2,0,0,4,0,0,0
0.3561643835616438,0.6020408163265306,3,3,1,0,1,1,0
0.136986301369863,0.3469387755102041,2,0,1,5,1,0,0
0.0410958904109589,0.19387755102040816,2,7,3,3,1,1,0
0.6027397260273972,0.3979591836734694,3,3,1,0,1,1,0
0.136986301369863,0.3979591836734694,2,7,3,3,1,0,0
0.0273972602739726,0.29591836734693877,2,7,3,4,1,1,0
0.3835616438356164,0.3979591836734694,2,0,3,2,1,0,0
0.726027397260274,0.3979591836734694,2,7,3,4,1,1,0
0.1917808219178082,0.29591836734693877,2,3,3,0,0,0,0
0.0684931506849315,0.23469387755102042,2,7,1,4,1,1,0
0.2602739726027397,0.23469387755102042,2,3,4,4,1,0,0
0.6438356164383562,0.3979591836734694,2,6,1,0,1,1,0
0.3561643835616438,0.3979591836734694,1,7,0,1,1,0,0
0.410958904109589,0.37755102040816324,0,7,0,5,1,0,0
0.2328767123287671,0.3979591836734694,2,3,3,5,1,0,0
0.2191780821917808,0.3979591836734694,2,1,3,5,0,0,0
0.0547945205479452,0.3469387755102041,2,3,3,0,1,1,0
0.4794520547945205,0.4489795918367347,1,3,0,1,1,1,0
0.4246575342465753,0.45918367346938777,2,3,1,0,1,1,0
0.0821917808219178,0.3979591836734694,2,1,3,0,1,1,0
0.7397260273972602,0.01020408163265306,3,7,2,3,0,1,0
0.1643835616438356,0.6020408163265306,2,3,0,0,1,1,0
0.3424657534246575,0.5,2,1,2,4,0,1,0
0.6986301369863014,0.19387755102040816,1,6,0,1,1,0,0
0.1095890410958904,0.3979591836734694,2,3,3,4,1,0,0
0.3698630136986301,0.3979591836734694,3,4,0,5,0,0,0
0.1506849315068493,0.3979591836734694,2,3,3,5,0,0,0
0.2602739726027397,0.3979591836734694,2,7,0,4,1,0,0
0.3013698630136986,0.41836734693877553,0,0,3,5,1,1,0
0.3972602739726027,0.3979591836734694,0,4,4,4,1,1,0
0.0136986301369863,0.15306122448979592,2,6,3,0,1,1,0
0.6712328767123288,0.19387755102040816,0,0,4,2,1,0,0
0.136986301369863,0.3979591836734694,2,3,3,4,1,1,0
