SproutN,BunchN,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph,outcome
0.40159613491575763,0.7302361505989416,0.5116444134957117,0.48049189799335223,0.5215624434749275,0.4135457439636214,0.743269836414369,0.6113412321938575,0.5895491651624594,0.660413154277788,0.43137451149024597,0.6683708255835217,0.5942512722480142,0.725802417549114
0.6579622339032888,0.48912352905346124,0.6209152380307107,0.40502874589172944,0.6507654927649201,0.6489216363122223,0.4902570967521342,0.4271883633557685,0.2529149280090149,0.3950856915192984,0.5250566634486112,0.6161654428538821,0.5055072393505381,0.6800834350776879
0.7189138204206615,0.5715593801152951,0.5577876126899902,0.5851773659450571,0.454673392810437,0.6394003692170962,0.8031937103657428,0.4767706656501503,0.8563505291895382,0.3752238235669488,0.7040144662733356,0.39190421453894037,0.48754936773478014,0.6386633435192759
0.7662976501384582,0.8136434370324127,0.6351959452613413,0.3866150410583216,0.24081442799383698,0.34394660868536125,0.41840274431668306,0.7511501187044011,0.3207473805697867,0.39533555372908175,0.48006092203136574,0.5945512625817706,0.6022895839648913,0.7681208371981578
0.6513536954273563,0.6668015848680472,0.6211256358459514,0.5256301543373955,0.4082715644885879,0.37656761407651507,0.5492988251551105,0.48192521310835945,0.4171991628079521,0.6055691482746188,0.3222288728532008,0.8504797544951261,0.837035702091664,0.7353984338089613
0.5551474273084075,0.6833071028042301,0.5290563477354525,0.5273870977551849,0.4852754185103739,0.5247335719352192,0.5324247888203955,0.8448858162187446,0.4315073979389212,0.3684864439499727,0.40753210432667175,0.24938248213907016,0.509876593422867,0.6550906673444366
0.6421839562909263,0.6748982623912874,0.5574301679715927,0.6894739551768592,0.5574130045567187,0.3734758666020505,0.28139075137480796,0.5159833401353382,0.606946440236922,0.7152975684083381,0.42986674010106163,0.6678930153968018,0.5265632084254191,0.5164722950320266
0.40808885050901694,0.6219015406988384,0.5061096418256334,0.3758159789862288,0.47967506851335784,0.393779990507784,0.7257925835895686,0.5146116281197254,0.42480108121630933,0.299033335176491,0.4183067829595712,0.5876319463455163,0.42790476246551984,0.8574376112455783
0.3836105621027349,0.41010435059613026,0.6228177257587655,0.47767580189383285,0.49958199671832615,0.5379517824476188,0.5204557655560615,0.3486823830887872,0.35882911038836973,0.30787525396913873,0.6801444816812029,0.4272820486528235,0.5847822256481071,0.542601661106116
0.6407335158853451,0.7087231591919987,0.55478993137524,0.7341609452349132,0.45560219779133027,0.39795457422783864,0.5376480206090983,0.15511146367049028,0.7214053842090712,0.6112348637118735,0.8619244034487737,0.4958222531241789,0.5201973632697678,0.8476712740872102
