age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3061167068978673,0.828267837431065,0.0,1.0,3.0,5.0,1.0,1.0,0.9963059425354004
0.29014637156852685,0.7872982485236979,2.0,3.0,1.0,3.0,1.0,1.0,0.990446925163269
0.6266671198579079,0.8353685742051387,2.0,6.0,1.0,3.0,0.0,1.0,0.8424566388130188
0.4421858122587428,0.8427839464403568,2.0,6.0,1.0,5.0,0.0,0.0,0.9459466934204102
0.3039661418703145,0.8462022275546326,2.0,4.0,3.0,2.0,1.0,0.0,0.7472665309906006
0.3536025295036011,0.8371479993980789,2.0,1.0,3.0,5.0,1.0,0.0,0.8198113441467285
0.2058844606266138,0.48090733021894466,2.0,0.0,1.0,3.0,0.0,1.0,0.9978838562965393
0.3774478711388777,0.8437910327197036,2.0,6.0,1.0,3.0,0.0,1.0,0.9900873303413391
0.11547682899529756,0.8405583475461021,3.0,3.0,1.0,3.0,1.0,1.0,0.8386680483818054
0.21883063856371474,0.8299183615501562,2.0,3.0,1.0,3.0,1.0,1.0,0.9959433674812317
