x1,x2,x3,y
0.5894736520033304,0.8260484900445039,0.6882185766766348,1.0
0.6214837837623811,0.7271417542686935,0.6587928564978445,1.0
0.6082231756811352,0.757017751626122,0.6703973700697348,1.0
0.4653700370842373,0.4051855002697425,0.30989875393293825,1.0
0.43767408225118304,0.7738102479858147,0.5797990902854984,1.0
0.643233920990686,0.17075042335900623,0.2993509414785847,1.0
0.2877985413785029,0.5069196651105309,0.28066459413503886,1.0
0.5422086974991754,0.5108821226936262,0.462900957908679,1.0
0.24051630047440392,0.3131953722962927,0.12736593729136705,1.0
0.3871176850147383,0.561711510953467,0.392760261195634,1.0
