age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.3013698630136986,0.3979591836734694,0.0,1.0,3.0,5.0,1.0,1.0,0.9953761100769043
0.2876712328767123,0.3979591836734694,2.0,3.0,0.0,0.0,1.0,1.0,0.23081140220165253
0.4931506849315068,0.3979591836734694,2.0,6.0,1.0,0.0,0.0,1.0,0.964974045753479
0.4383561643835616,0.15306122448979592,2.0,6.0,1.0,4.0,0.0,0.0,0.9077146649360657
0.1917808219178082,0.5,2.0,4.0,3.0,2.0,1.0,0.0,0.990257978439331
0.0821917808219178,0.29591836734693877,2.0,1.0,3.0,5.0,1.0,0.0,0.23020228743553162
0.2054794520547945,0.5,2.0,0.0,3.0,3.0,0.0,1.0,0.996723473072052
0.2328767123287671,0.4489795918367347,2.0,6.0,1.0,0.0,0.0,1.0,0.9978634715080261
0.1095890410958904,0.3469387755102041,3.0,3.0,3.0,0.0,1.0,1.0,0.7579571604728699
0.2054794520547945,0.3979591836734694,2.0,3.0,3.0,0.0,1.0,1.0,0.9928478002548218
