age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
0.30149578769453494,0.8254625017827703,0.0,1.0,3.0,5.0,1.0,1.0,0.9943799376487732
0.28795302364226666,0.8498220794516237,2.0,2.0,0.0,5.0,1.0,1.0,0.9549667835235596
0.5943136982971118,0.8415982041760236,2.0,6.0,1.0,3.0,0.0,1.0,0.9975497126579285
0.5550406089832842,0.8447218782497833,2.0,6.0,1.0,5.0,0.0,0.0,0.9965678453445435
0.28500257951494823,0.837967344078085,2.0,4.0,3.0,2.0,1.0,0.0,0.8406944274902344
0.3265048296377908,0.8494455277168435,2.0,1.0,3.0,5.0,1.0,0.0,0.8391784429550171
0.2057863479123404,0.549867848883802,2.0,0.0,1.0,2.0,0.0,1.0,0.9327940940856934
0.3122188916115677,0.8424129272785085,2.0,6.0,1.0,3.0,0.0,1.0,0.8746446371078491
0.12042293072130904,0.7816430193810592,3.0,3.0,1.0,5.0,1.0,1.0,0.9863422513008118
0.20818903997404764,0.8158202341693442,2.0,2.0,3.0,5.0,1.0,1.0,0.7899329662322998
